,yr_range,sec_unique,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net
530,1718,"Jackson County, MO",2017.0,2018.0,95,2962000,73,2356000,22,606000
531,1718,"Jasper County, GA",2017.0,2018.0,56,900000,136,5293000,-80,-4393000
532,1718,"Jefferson County, AL",2017.0,2018.0,1019,39395000,782,30229000,237,9166000
533,1718,"Jefferson County, KY",2017.0,2018.0,468,20820000,323,11449000,145,9371000
534,1718,"Jefferson Parish, LA",2017.0,2018.0,168,3883000,91,1614000,77,2269000
535,1718,"Johnson County, KS",2017.0,2018.0,60,3235000,41,3423000,19,-188000
536,1718,"King County, WA",2017.0,2018.0,689,35936000,1082,63500000,-393,-27564000
537,1718,"Kings County, NY",2017.0,2018.0,1572,48926000,783,32512000,789,16414000
538,1718,"Knox County, TN",2017.0,2018.0,380,14358000,373,14220000,7,138000
539,1718,"Lake County, FL",2017.0,2018.0,143,4032000,147,4909000,-4,-877000
540,1718,"Lake County, IL",2017.0,2018.0,96,5026000,47,3630000,49,1396000
541,1718,"Lamar County, GA",2017.0,2018.0,79,1526000,189,5067000,-110,-3541000
542,1718,"Lee County, AL",2017.0,2018.0,347,10763000,302,10452000,45,311000
543,1718,"Lee County, FL",2017.0,2018.0,410,13181000,326,19903000,84,-6722000
544,1718,"Leon County, FL",2017.0,2018.0,450,16172000,252,9690000,198,6482000
545,1718,"Lexington County, SC",2017.0,2018.0,109,2967000,88,2107000,21,860000
546,1718,"Los Angeles County, CA",2017.0,2018.0,2646,108121000,1828,83951000,818,24170000
547,1718,"Loudoun County, VA",2017.0,2018.0,147,8063000,118,5594000,29,2469000
548,1718,"Lowndes County, GA",2017.0,2018.0,378,7924000,288,5616000,90,2308000
549,1718,"Lumpkin County, GA",2017.0,2018.0,288,7039000,458,18105000,-170,-11066000
550,1718,"Madison County, AL",2017.0,2018.0,342,11192000,362,10961000,-20,231000
551,1718,"Manatee County, FL",2017.0,2018.0,162,4701000,266,22135000,-104,-17434000
552,1718,"Maricopa County, AZ",2017.0,2018.0,1017,44539000,1051,48588000,-34,-4049000
553,1718,"Marion County, IN",2017.0,2018.0,428,9046000,410,9740000,18,-694000
554,1718,"Mecklenburg County, NC",2017.0,2018.0,1545,64081000,1463,74515000,82,-10434000
555,1718,"Mercer County, NJ",2017.0,2018.0,63,2103000,36,1137000,27,966000
556,1718,"Meriwether County, GA",2017.0,2018.0,54,968000,47,972000,7,-4000
557,1718,"Miami, Dade County",2017.0,2018.0,2593,60899000,1127,69969000,1466,-9070000
558,1718,"Middlesex County, MA",2017.0,2018.0,475,26710000,385,19383000,90,7327000
559,1718,"Middlesex County, NJ",2017.0,2018.0,409,18541000,199,6452000,210,12089000
560,1718,"Milwaukee County, WI",2017.0,2018.0,293,6926000,222,6569000,71,357000
561,1718,"Mobile County, AL",2017.0,2018.0,376,8003000,226,5488000,150,2515000
562,1718,"Monmouth County, NJ",2017.0,2018.0,38,1189000,40,2151000,-2,-962000
563,1718,"Monroe County, GA",2017.0,2018.0,85,1917000,161,3775000,-76,-1858000
564,1718,"Monroe County, NY",2017.0,2018.0,141,4579000,115,3060000,26,1519000
565,1718,"Montgomery County, AL",2017.0,2018.0,566,16006000,286,5228000,280,10778000
566,1718,"Montgomery County, MD",2017.0,2018.0,515,24636000,469,19404000,46,5232000
567,1718,"Montgomery County, OH",2017.0,2018.0,43,861000,44,609000,-1,252000
568,1718,"Montgomery County, PA",2017.0,2018.0,125,5478000,132,7936000,-7,-2458000
569,1718,"Montgomery County, TN",2017.0,2018.0,93,1980000,113,2300000,-20,-320000
570,1718,"Morris County, NJ",2017.0,2018.0,71,5009000,42,2934000,29,2075000
571,1718,"Multnomah County, OR",2017.0,2018.0,90,3870000,167,8630000,-77,-4760000
572,1718,"Muscogee County, GA",2017.0,2018.0,1050,26518000,755,19943000,295,6575000
573,1718,"Nassau County, NY",2017.0,2018.0,585,21013000,166,6335000,419,14678000
574,1718,"New Castle County, DE",2017.0,2018.0,70,2192000,53,1675000,17,517000
575,1718,"New Hanover County, NC",2017.0,2018.0,36,1337000,36,4063000,0,-2726000
576,1718,"New Haven County, CT",2017.0,2018.0,226,7452000,115,3782000,111,3670000
577,1718,"New York County, NY",2017.0,2018.0,1074,71582000,862,72856000,212,-1274000
578,1718,"Newton County, GA",2017.0,2018.0,3685,61644000,4898,82691000,-1213,-21047000
579,1718,"Norfolk County, MA",2017.0,2018.0,125,5359000,94,5578000,31,-219000
580,1718,"Norfolk city, VA",2017.0,2018.0,158,3725000,115,1746000,43,1979000
581,1718,"Oakland County, MI",2017.0,2018.0,403,19350000,313,13624000,90,5726000
582,1718,"Oconee County, GA",2017.0,2018.0,219,10233000,366,19138000,-147,-8905000
583,1718,"Okaloosa County, FL",2017.0,2018.0,90,2658000,120,6414000,-30,-3756000
584,1718,"Oklahoma County, OK",2017.0,2018.0,68,2185000,37,2101000,31,84000
585,1718,"Onslow County, NC",2017.0,2018.0,51,1120000,53,771000,-2,349000
586,1718,"Orange County, CA",2017.0,2018.0,700,35532000,568,31841000,132,3691000
587,1718,"Orange County, FL",2017.0,2018.0,1676,46601000,1340,44019000,336,2582000
588,1718,"Orleans Parish, LA",2017.0,2018.0,312,8951000,257,6937000,55,2014000
589,1718,"Osceola County, FL",2017.0,2018.0,153,3630000,157,4143000,-4,-513000
590,1718,"Palm Beach County, FL",2017.0,2018.0,1371,51251000,876,59500000,495,-8249000
591,1718,"Pasco County, FL",2017.0,2018.0,152,4301000,226,7649000,-74,-3348000
592,1718,"Paulding County, GA",2017.0,2018.0,5439,134142000,8683,202070000,-3244,-67928000
593,1718,"Philadelphia County, PA",2017.0,2018.0,543,17423000,442,13465000,101,3958000
594,1718,"Pickens County, GA",2017.0,2018.0,710,23010000,1053,41956000,-343,-18946000
595,1718,"Pierce County, WA",2017.0,2018.0,134,3364000,137,3503000,-3,-139000
596,1718,"Pike County, GA",2017.0,2018.0,44,1234000,182,5758000,-138,-4524000
597,1718,"Pima County, AZ",2017.0,2018.0,102,4607000,130,6232000,-28,-1625000
598,1718,"Pinellas County, FL",2017.0,2018.0,605,22369000,739,35828000,-134,-13459000
599,1718,"Polk County, FL",2017.0,2018.0,283,6070000,294,9069000,-11,-2999000
600,1718,"Polk County, GA",2017.0,2018.0,55,1563000,108,2784000,-53,-1221000
601,1718,"Prince George's County, MD",2017.0,2018.0,573,16378000,414,9155000,159,7223000
602,1718,"Prince William County, VA",2017.0,2018.0,46,2145000,65,2362000,-19,-217000
603,1718,"Pulaski County, AR",2017.0,2018.0,56,2106000,35,1211000,21,895000
604,1718,"Queens County, NY",2017.0,2018.0,1275,30259000,510,12007000,765,18252000
605,1718,"Ramsey County, MN",2017.0,2018.0,76,3091000,119,2774000,-43,317000
606,1718,"Richland County, SC",2017.0,2018.0,503,18204000,421,12745000,82,5459000
607,1718,"Richmond County, GA",2017.0,2018.0,724,16545000,654,14840000,70,1705000
608,1718,"Richmond city, VA",2017.0,2018.0,56,3035000,54,3002000,2,33000
609,1718,"Riverside County, CA",2017.0,2018.0,282,8466000,231,6872000,51,1594000
610,1718,"Rutherford County, TN",2017.0,2018.0,165,4935000,181,6202000,-16,-1267000
611,1718,"Sacramento County, CA",2017.0,2018.0,201,5210000,236,6633000,-35,-1423000
612,1718,"Salt Lake County, UT",2017.0,2018.0,141,5622000,188,7655000,-47,-2033000
613,1718,"San Bernardino County, CA",2017.0,2018.0,197,4546000,201,3611000,-4,935000
614,1718,"San Diego County, CA",2017.0,2018.0,696,26665000,669,27220000,27,-555000
615,1718,"San Francisco County, CA",2017.0,2018.0,228,23657000,300,23093000,-72,564000
616,1718,"San Mateo County, CA",2017.0,2018.0,51,3364000,101,8015000,-50,-4651000
617,1718,"Santa Clara County, CA",2017.0,2018.0,517,30157000,593,33482000,-76,-3325000
618,1718,"Sarasota County, FL",2017.0,2018.0,168,7549000,223,18900000,-55,-11351000
619,1718,"Seminole County, FL",2017.0,2018.0,412,12722000,338,14434000,74,-1712000
620,1718,"Shelby County, AL",2017.0,2018.0,245,10146000,179,7124000,66,3022000
621,1718,"Shelby County, TN",2017.0,2018.0,974,30315000,573,15882000,401,14433000
622,1718,"Snohomish County, WA",2017.0,2018.0,68,2498000,37,1465000,31,1033000
623,1718,"Spalding County, GA",2017.0,2018.0,1359,25028000,2051,40288000,-692,-15260000
624,1718,"Spartanburg County, SC",2017.0,2018.0,49,1226000,93,1968000,-44,-742000
625,1718,"St. Johns County, FL",2017.0,2018.0,166,16092000,379,25558000,-213,-9466000
626,1718,"St. Louis County, MO",2017.0,2018.0,446,14533000,320,12256000,126,2277000
627,1718,"St. Louis city, MO",2017.0,2018.0,81,3821000,40,2035000,41,1786000
628,1718,"St. Lucie County, FL",2017.0,2018.0,154,3696000,149,6817000,5,-3121000
629,1718,"Suffolk County, MA",2017.0,2018.0,367,18659000,261,13626000,106,5033000
630,1718,"Suffolk County, NY",2017.0,2018.0,364,11176000,98,3097000,266,8079000
631,1718,"Tarrant County, TX",2017.0,2018.0,538,19228000,652,23120000,-114,-3892000
632,1718,"Travis County, TX",2017.0,2018.0,697,43141000,528,27726000,169,15415000
633,1718,"Troup County, GA",2017.0,2018.0,223,6402000,158,3000000,65,3402000
634,1718,"Tuscaloosa County, AL",2017.0,2018.0,90,2845000,38,1436000,52,1409000
635,1718,"Upson County, GA",2017.0,2018.0,50,865000,61,1133000,-11,-268000
636,1718,"Virginia Beach city, VA",2017.0,2018.0,229,8894000,141,2834000,88,6060000
637,1718,"Volusia County, FL",2017.0,2018.0,313,8541000,278,10629000,35,-2088000
638,1718,"Wake County, NC",2017.0,2018.0,913,37815000,830,35447000,83,2368000
639,1718,"Walton County, FL",2017.0,2018.0,55,10443000,134,31027000,-79,-20584000
640,1718,"Walton County, GA",2017.0,2018.0,1829,43082000,3657,97682000,-1828,-54600000
641,1718,"Washington County, OR",2017.0,2018.0,52,1977000,45,2575000,7,-598000
642,1718,"Washtenaw County, MI",2017.0,2018.0,104,4030000,97,5720000,7,-1690000
643,1718,"Wayne County, MI",2017.0,2018.0,695,15538000,506,8995000,189,6543000
644,1718,"Westchester County, NY",2017.0,2018.0,386,16769000,168,8199000,218,8570000
645,1718,"White County, GA",2017.0,2018.0,79,2207000,136,4165000,-57,-1958000
646,1718,"Whitfield County, GA",2017.0,2018.0,59,1647000,66,2191000,-7,-544000
647,1718,"Will County, IL",2017.0,2018.0,107,4925000,33,819000,74,4106000
648,1718,"Williamson County, TN",2017.0,2018.0,97,5531000,99,6544000,-2,-1013000
649,1718,"Worcester County, MA",2017.0,2018.0,56,3158000,31,1237000,25,1921000
650,1718,"York County, SC",2017.0,2018.0,82,2674000,88,4100000,-6,-1426000
651,1819,"Aiken County, SC",2018.0,2019.0,33,926000,30,790000,3,136000
652,1819,"Alachua County, FL",2018.0,2019.0,177,6716000,137,5180000,40,1536000
653,1819,"Alameda County, CA",2018.0,2019.0,499,36409000,398,21273000,101,15136000
654,1819,"Alexandria city, VA",2018.0,2019.0,63,7497000,69,3722000,-6,3775000
655,1819,"Allegheny County, PA",2018.0,2019.0,410,16652000,342,12437000,68,4215000
656,1819,"Anderson County, SC",2018.0,2019.0,45,786000,65,2755000,-20,-1969000
657,1819,"Anne Arundel County, MD",2018.0,2019.0,77,4074000,37,1784000,40,2290000
658,1819,"Arapahoe County, CO",2018.0,2019.0,261,10703000,275,10877000,-14,-174000
659,1819,"Arlington County, VA",2018.0,2019.0,153,12804000,144,9160000,9,3644000
660,1819,"Baldwin County, AL",2018.0,2019.0,53,5674000,55,2966000,-2,2708000
661,1819,"Baldwin County, GA",2018.0,2019.0,46,841000,37,633000,9,208000
662,1819,"Baltimore County, MD",2018.0,2019.0,249,12064000,173,5370000,76,6694000
663,1819,"Baltimore city, MD",2018.0,2019.0,292,11519000,191,6967000,101,4552000
664,1819,"Barrow County, GA",2018.0,2019.0,1498,33252000,3029,72638000,-1531,-39386000
665,1819,"Bartow County, GA",2018.0,2019.0,1460,36639000,2672,72652000,-1212,-36013000
666,1819,"Bay County, FL",2018.0,2019.0,267,9201000,202,11264000,65,-2063000
667,1819,"Beaufort County, SC",2018.0,2019.0,221,10421000,424,40216000,-203,-29795000
668,1819,"Bell County, TX",2018.0,2019.0,49,1041000,53,793000,-4,248000
669,1819,"Benton County, AR",2018.0,2019.0,39,2623000,55,3903000,-16,-1280000
670,1819,"Bergen County, NJ",2018.0,2019.0,297,16428000,112,4360000,185,12068000
671,1819,"Berkeley County, SC",2018.0,2019.0,31,1631000,54,2239000,-23,-608000
672,1819,"Bernalillo County, NM",2018.0,2019.0,59,2895000,38,2479000,21,416000
673,1819,"Bexar County, TX",2018.0,2019.0,394,15774000,361,13313000,33,2461000
674,1819,"Bibb County, GA",2018.0,2019.0,1055,28310000,702,16140000,353,12170000
675,1819,"Brevard County, FL",2018.0,2019.0,349,12089000,386,18824000,-37,-6735000
676,1819,"Bronx County, NY",2018.0,2019.0,686,12275000,256,4083000,430,8192000
677,1819,"Broward County, FL",2018.0,2019.0,2735,68442000,1548,64889000,1187,3553000
678,1819,"Bulloch County, GA",2018.0,2019.0,168,3673000,135,3486000,33,187000
679,1819,"Buncombe County, NC",2018.0,2019.0,164,6125000,183,12114000,-19,-5989000
680,1819,"Butts County, GA",2018.0,2019.0,368,6270000,596,14860000,-228,-8590000
681,1819,"Carroll County, GA",2018.0,2019.0,1718,36621000,2206,49114000,-488,-12493000
682,1819,"Charleston County, SC",2018.0,2019.0,471,17414000,530,48250000,-59,-30836000
683,1819,"Chatham County, GA",2018.0,2019.0,1427,37813000,971,32017000,456,5796000
684,1819,"Chester County, PA",2018.0,2019.0,78,5031000,27,1325000,51,3706000
685,1819,"Clark County, NV",2018.0,2019.0,610,19465000,691,23059000,-81,-3594000
686,1819,"Clarke County, GA",2018.0,2019.0,1198,33429000,963,30953000,235,2476000
687,1819,"Collier County, FL",2018.0,2019.0,128,6772000,134,25605000,-6,-18833000
688,1819,"Collin County, TX",2018.0,2019.0,563,29164000,678,30270000,-115,-1106000
689,1819,"Columbia County, GA",2018.0,2019.0,384,13942000,305,10956000,79,2986000
690,1819,"Contra Costa County, CA",2018.0,2019.0,242,13981000,102,5003000,140,8978000
691,1819,"Cook County, IL",2018.0,2019.0,2458,116515000,1551,69929000,907,46586000
692,1819,"Coweta County, GA",2018.0,2019.0,2597,82170000,3861,136105000,-1264,-53935000
693,1819,"Cumberland County, NC",2018.0,2019.0,303,6439000,236,5625000,67,814000
694,1819,"Cuyahoga County, OH",2018.0,2019.0,535,25475000,326,10550000,209,14925000
695,1819,"Dallas County, TX",2018.0,2019.0,1060,51475000,1076,64683000,-16,-13208000
696,1819,"Dane County, WI",2018.0,2019.0,65,3182000,46,2225000,19,957000
697,1819,"Davidson County, TN",2018.0,2019.0,861,45012000,794,39014000,67,5998000
698,1819,"Dawson County, GA",2018.0,2019.0,604,18663000,1183,42429000,-579,-23766000
699,1819,"Denton County, TX",2018.0,2019.0,222,11995000,319,20172000,-97,-8177000
700,1819,"Denver County, CO",2018.0,2019.0,301,15950000,550,46892000,-249,-30942000
701,1819,"District of Columbia, DC",2018.0,2019.0,499,31886000,484,31525000,15,361000
702,1819,"Dougherty County, GA",2018.0,2019.0,461,8418000,298,4386000,163,4032000
703,1819,"DuPage County, IL",2018.0,2019.0,282,14939000,178,8574000,104,6365000
704,1819,"Durham County, NC",2018.0,2019.0,310,12375000,288,13730000,22,-1355000
705,1819,"Duval County, FL",2018.0,2019.0,1289,37142000,1221,43198000,68,-6056000
706,1819,"East Baton Rouge Parish, LA",2018.0,2019.0,152,5068000,114,3108000,38,1960000
707,1819,"El Paso County, CO",2018.0,2019.0,199,5543000,158,3629000,41,1914000
708,1819,"Erie County, NY",2018.0,2019.0,118,2764000,128,1362000,-10,1402000
709,1819,"Escambia County, FL",2018.0,2019.0,300,11792000,305,17052000,-5,-5260000
710,1819,"Essex County, NJ",2018.0,2019.0,535,21779000,232,4724000,303,17055000
711,1819,"Fairfax County, VA",2018.0,2019.0,567,34130000,513,28674000,54,5456000
712,1819,"Fairfield County, CT",2018.0,2019.0,312,30095000,181,12791000,131,17304000
713,1819,"Fannin County, GA",2018.0,2019.0,28,797000,60,3566000,-32,-2769000
714,1819,"Floyd County, GA",2018.0,2019.0,341,10632000,440,11574000,-99,-942000
715,1819,"Fort Bend County, TX",2018.0,2019.0,224,12023000,208,6403000,16,5620000
716,1819,"Franklin County, OH",2018.0,2019.0,526,17711000,493,15985000,33,1726000
717,1819,"Gilmer County, GA",2018.0,2019.0,141,4245000,249,9860000,-108,-5615000
718,1819,"Glynn County, GA",2018.0,2019.0,222,7213000,367,32691000,-145,-25478000
719,1819,"Gordon County, GA",2018.0,2019.0,128,3236000,188,5322000,-60,-2086000
720,1819,"Greenville County, SC",2018.0,2019.0,546,19943000,555,21585000,-9,-1642000
721,1819,"Guilford County, NC",2018.0,2019.0,329,9576000,223,7777000,106,1799000
722,1819,"Habersham County, GA",2018.0,2019.0,106,3823000,180,7963000,-74,-4140000
723,1819,"Hall County, GA",2018.0,2019.0,3070,102637000,4686,187440000,-1616,-84803000
724,1819,"Hamilton County, IN",2018.0,2019.0,59,3041000,40,3422000,19,-381000
725,1819,"Hamilton County, OH",2018.0,2019.0,359,17424000,279,9292000,80,8132000
726,1819,"Hamilton County, TN",2018.0,2019.0,567,19950000,587,26274000,-20,-6324000
727,1819,"Haralson County, GA",2018.0,2019.0,137,3390000,246,6293000,-109,-2903000
728,1819,"Harris County, TX",2018.0,2019.0,1389,59299000,1236,45546000,153,13753000
729,1819,"Hartford County, CT",2018.0,2019.0,173,12690000,135,5313000,38,7377000
730,1819,"Hennepin County, MN",2018.0,2019.0,467,26641000,317,13715000,150,12926000
731,1819,"Henrico County, VA",2018.0,2019.0,116,6188000,88,3046000,28,3142000
732,1819,"Hillsborough County, FL",2018.0,2019.0,1407,48721000,1347,54511000,60,-5790000
733,1819,"Hinds County, MS",2018.0,2019.0,58,1383000,43,522000,15,861000
734,1819,"Honolulu County, HI",2018.0,2019.0,170,6078000,156,6693000,14,-615000
735,1819,"Houston County, GA",2018.0,2019.0,714,17691000,525,11574000,189,6117000
736,1819,"Howard County, MD",2018.0,2019.0,70,4253000,90,4308000,-20,-55000
737,1819,"Hudson County, NJ",2018.0,2019.0,313,19908000,215,14382000,98,5526000
738,1819,"Jackson County, GA",2018.0,2019.0,652,27735000,1779,59636000,-1127,-31901000
739,1819,"Jackson County, MO",2018.0,2019.0,62,2269000,37,1970000,25,299000
740,1819,"Jasper County, GA",2018.0,2019.0,44,807000,135,4377000,-91,-3570000
741,1819,"Jefferson County, AL",2018.0,2019.0,994,43818000,808,34806000,186,9012000
742,1819,"Jefferson County, KY",2018.0,2019.0,343,16411000,339,10976000,4,5435000
743,1819,"Jefferson Parish, LA",2018.0,2019.0,220,4812000,212,5264000,8,-452000
744,1819,"Johnson County, KS",2018.0,2019.0,87,10633000,55,4482000,32,6151000
745,1819,"King County, WA",2018.0,2019.0,661,34970000,965,60782000,-304,-25812000
746,1819,"Kings County, NY",2018.0,2019.0,1701,51373000,808,28468000,893,22905000
747,1819,"Knox County, TN",2018.0,2019.0,347,12912000,389,12891000,-42,21000
748,1819,"Lake County, FL",2018.0,2019.0,73,2038000,59,1344000,14,694000
749,1819,"Lamar County, GA",2018.0,2019.0,74,1839000,228,5963000,-154,-4124000
750,1819,"Lee County, AL",2018.0,2019.0,350,10638000,202,10390000,148,248000
751,1819,"Lee County, FL",2018.0,2019.0,454,15004000,397,25669000,57,-10665000
752,1819,"Leon County, FL",2018.0,2019.0,388,12103000,245,9301000,143,2802000
753,1819,"Lexington County, SC",2018.0,2019.0,82,2602000,45,2278000,37,324000
754,1819,"Los Angeles County, CA",2018.0,2019.0,2554,111377000,1838,78230000,716,33147000
755,1819,"Loudoun County, VA",2018.0,2019.0,125,8118000,100,5110000,25,3008000
756,1819,"Lowndes County, GA",2018.0,2019.0,350,7568000,232,4713000,118,2855000
757,1819,"Lumpkin County, GA",2018.0,2019.0,333,8846000,471,18057000,-138,-9211000
758,1819,"Macomb County, MI",2018.0,2019.0,48,1161000,38,1619000,10,-458000
759,1819,"Madison County, AL",2018.0,2019.0,327,11386000,298,9390000,29,1996000
760,1819,"Manatee County, FL",2018.0,2019.0,140,6411000,233,19003000,-93,-12592000
761,1819,"Maricopa County, AZ",2018.0,2019.0,1167,46357000,1301,71425000,-134,-25068000
762,1819,"Marion County, FL",2018.0,2019.0,92,2813000,82,2495000,10,318000
763,1819,"Marion County, IN",2018.0,2019.0,506,12437000,301,6860000,205,5577000
764,1819,"Mecklenburg County, NC",2018.0,2019.0,1513,67985000,1595,85838000,-82,-17853000
765,1819,"Meriwether County, GA",2018.0,2019.0,42,2082000,84,3102000,-42,-1020000
766,1819,"Miami, Dade County",2018.0,2019.0,2517,63265000,1442,53499000,1075,9766000
767,1819,"Middlesex County, MA",2018.0,2019.0,439,23690000,357,23460000,82,230000
768,1819,"Middlesex County, NJ",2018.0,2019.0,348,13230000,193,7012000,155,6218000
769,1819,"Milwaukee County, WI",2018.0,2019.0,329,11117000,203,5970000,126,5147000
770,1819,"Mobile County, AL",2018.0,2019.0,325,6816000,220,4975000,105,1841000
771,1819,"Monroe County, GA",2018.0,2019.0,97,1763000,209,6535000,-112,-4772000
772,1819,"Monroe County, NY",2018.0,2019.0,126,3075000,80,1787000,46,1288000
773,1819,"Montgomery County, AL",2018.0,2019.0,471,17379000,338,8453000,133,8926000
774,1819,"Montgomery County, MD",2018.0,2019.0,439,24358000,428,22610000,11,1748000
775,1819,"Montgomery County, OH",2018.0,2019.0,65,2019000,51,1259000,14,760000
776,1819,"Montgomery County, PA",2018.0,2019.0,84,4523000,67,3590000,17,933000
777,1819,"Montgomery County, TN",2018.0,2019.0,70,1638000,81,1843000,-11,-205000
778,1819,"Multnomah County, OR",2018.0,2019.0,119,5229000,120,6313000,-1,-1084000
779,1819,"Muscogee County, GA",2018.0,2019.0,960,25350000,733,16855000,227,8495000
780,1819,"Nassau County, NY",2018.0,2019.0,479,18288000,192,6854000,287,11434000
781,1819,"New Castle County, DE",2018.0,2019.0,85,3150000,61,2074000,24,1076000
782,1819,"New Haven County, CT",2018.0,2019.0,172,8867000,98,3202000,74,5665000
783,1819,"New York County, NY",2018.0,2019.0,929,80011000,856,68458000,73,11553000
784,1819,"Newton County, GA",2018.0,2019.0,3690,67027000,4760,87431000,-1070,-20404000
785,1819,"Norfolk County, MA",2018.0,2019.0,67,2687000,73,4916000,-6,-2229000
786,1819,"Norfolk city, VA",2018.0,2019.0,42,1395000,36,835000,6,560000
787,1819,"Oakland County, MI",2018.0,2019.0,582,28142000,304,13823000,278,14319000
788,1819,"Oconee County, GA",2018.0,2019.0,140,6147000,319,18834000,-179,-12687000
789,1819,"Okaloosa County, FL",2018.0,2019.0,176,5467000,192,10845000,-16,-5378000
790,1819,"Oklahoma County, OK",2018.0,2019.0,76,3066000,36,1182000,40,1884000
791,1819,"Onslow County, NC",2018.0,2019.0,60,978000,53,956000,7,22000
792,1819,"Orange County, CA",2018.0,2019.0,644,28720000,487,31746000,157,-3026000
793,1819,"Orange County, FL",2018.0,2019.0,1614,44243000,1329,53564000,285,-9321000
794,1819,"Orleans Parish, LA",2018.0,2019.0,364,10292000,285,8582000,79,1710000
795,1819,"Osceola County, FL",2018.0,2019.0,227,3995000,200,5664000,27,-1669000
796,1819,"Palm Beach County, FL",2018.0,2019.0,1313,51304000,1057,76549000,256,-25245000
797,1819,"Pasco County, FL",2018.0,2019.0,206,8547000,235,8138000,-29,409000
798,1819,"Paulding County, GA",2018.0,2019.0,5122,140567000,8035,198212000,-2913,-57645000
799,1819,"Philadelphia County, PA",2018.0,2019.0,600,19501000,372,14288000,228,5213000
800,1819,"Pickens County, GA",2018.0,2019.0,674,21222000,1087,40080000,-413,-18858000
801,1819,"Pierce County, WA",2018.0,2019.0,154,4900000,116,3162000,38,1738000
802,1819,"Pike County, GA",2018.0,2019.0,66,1344000,210,6322000,-144,-4978000
803,1819,"Pima County, AZ",2018.0,2019.0,39,2165000,44,2011000,-5,154000
804,1819,"Pinellas County, FL",2018.0,2019.0,542,23155000,688,52281000,-146,-29126000
805,1819,"Polk County, FL",2018.0,2019.0,290,7298000,324,9018000,-34,-1720000
806,1819,"Polk County, GA",2018.0,2019.0,70,2108000,165,4036000,-95,-1928000
807,1819,"Prince George's County, MD",2018.0,2019.0,622,18657000,468,13661000,154,4996000
808,1819,"Prince William County, VA",2018.0,2019.0,120,4141000,117,3750000,3,391000
809,1819,"Providence County, RI",2018.0,2019.0,42,1628000,46,1407000,-4,221000
810,1819,"Pulaski County, AR",2018.0,2019.0,86,2245000,38,1467000,48,778000
811,1819,"Queens County, NY",2018.0,2019.0,1094,33331000,467,12267000,627,21064000
812,1819,"Ramsey County, MN",2018.0,2019.0,40,987000,73,1380000,-33,-393000
813,1819,"Richland County, SC",2018.0,2019.0,550,15890000,405,9593000,145,6297000
814,1819,"Richmond County, GA",2018.0,2019.0,714,16414000,554,14134000,160,2280000
815,1819,"Richmond city, VA",2018.0,2019.0,111,4889000,81,4420000,30,469000
816,1819,"Riverside County, CA",2018.0,2019.0,234,8508000,140,4774000,94,3734000
817,1819,"Rutherford County, TN",2018.0,2019.0,170,5632000,152,6526000,18,-894000
818,1819,"Sacramento County, CA",2018.0,2019.0,219,5615000,166,5119000,53,496000
819,1819,"Salt Lake County, UT",2018.0,2019.0,68,2311000,73,6462000,-5,-4151000
820,1819,"San Bernardino County, CA",2018.0,2019.0,129,3115000,120,2413000,9,702000
821,1819,"San Diego County, CA",2018.0,2019.0,776,28551000,766,33591000,10,-5040000
822,1819,"San Francisco County, CA",2018.0,2019.0,224,25133000,247,25357000,-23,-224000
823,1819,"San Mateo County, CA",2018.0,2019.0,137,13095000,107,6621000,30,6474000
824,1819,"Santa Clara County, CA",2018.0,2019.0,509,45832000,619,42771000,-110,3061000
825,1819,"Sarasota County, FL",2018.0,2019.0,123,5777000,151,15460000,-28,-9683000
826,1819,"Seminole County, FL",2018.0,2019.0,403,15326000,296,11053000,107,4273000
827,1819,"Shelby County, AL",2018.0,2019.0,252,10132000,184,7789000,68,2343000
828,1819,"Shelby County, TN",2018.0,2019.0,930,29062000,672,21417000,258,7645000
829,1819,"Spalding County, GA",2018.0,2019.0,1596,28211000,2111,44064000,-515,-15853000
830,1819,"Spartanburg County, SC",2018.0,2019.0,100,3389000,75,2510000,25,879000
831,1819,"St. Johns County, FL",2018.0,2019.0,155,7592000,296,33558000,-141,-25966000
832,1819,"St. Louis County, MO",2018.0,2019.0,450,18696000,264,12069000,186,6627000
833,1819,"St. Louis city, MO",2018.0,2019.0,106,3943000,65,2775000,41,1168000
834,1819,"St. Lucie County, FL",2018.0,2019.0,164,3480000,155,4495000,9,-1015000
835,1819,"Stephens County, GA",2018.0,2019.0,45,672000,60,1685000,-15,-1013000
836,1819,"Suffolk County, MA",2018.0,2019.0,240,14076000,231,12727000,9,1349000
837,1819,"Suffolk County, NY",2018.0,2019.0,428,14158000,183,4772000,245,9386000
838,1819,"Summit County, OH",2018.0,2019.0,57,1087000,57,1124000,0,-37000
839,1819,"Tarrant County, TX",2018.0,2019.0,562,19088000,514,24559000,48,-5471000
840,1819,"Travis County, TX",2018.0,2019.0,429,29241000,622,37610000,-193,-8369000
841,1819,"Troup County, GA",2018.0,2019.0,355,9881000,313,7372000,42,2509000
842,1819,"Tuscaloosa County, AL",2018.0,2019.0,60,1937000,43,1930000,17,7000
843,1819,"Union County, NJ",2018.0,2019.0,58,3741000,37,1311000,21,2430000
844,1819,"Virginia Beach city, VA",2018.0,2019.0,226,11745000,142,6157000,84,5588000
